日付,体重 (kg),体脂肪 (kg),骨量 (kg),筋肉量 (kg),体水分率 (kg),コメント
2020-08-27 21:41:43,58,,,,,
2020-08-27 21:41:43,58,,,,,
2020-08-27 6:46:46,60.6,9.39,2.8,48.4,40.2,
2020-08-26 7:34:01,60,9.6,2.6,47.8,39.2,
2020-08-24 8:23:43,58.4,9,2.6,46.8,38.2,
2020-08-23 8:13:33,59.2,9.6,2.6,47,38.2,
2020-08-22 5:44:36,59.2,9,2.6,47.6,39.2,
2020-08-21 11:16:16,59.4,9.6,2.6,47.2,38.4,
2020-08-19 10:44:54,58.2,9.2,2.6,46.4,37.59,
2020-08-18 10:09:55,59.2,9.2,2.6,47.4,38.8,
2020-08-17 10:17:49,59.6,9.2,2.6,47.8,39.2,
2020-08-13 12:13:01,59.2,9.2,2.6,47.4,39,
2020-08-11 8:44:46,59.6,9.2,2.6,47.8,39.2,
2020-08-10 10:53:20,57.8,8,2.6,47.2,39.4,
2020-08-10 9:59:01,59,8.8,2.6,47.6,39.2,
2020-08-10 9:50:03,58.6,8.6,2.6,47.4,39.2,
2020-08-06 9:26:29,59,8.8,2.6,47.6,39.2,
2020-08-05 7:16:27,58.6,8.8,2.6,47.2,38.8,
2020-08-04 11:56:46,59.2,9,2.6,47.6,39.2,
2020-08-03 10:01:07,57.8,8.8,2.6,46.4,38,
2020-08-01 10:15:11,57.4,8.39,2.6,46.4,38.2,
2020-07-31 9:00:49,57.6,8.6,2.6,46.4,37.8,
2020-07-30 6:35:26,58.4,9.39,2.6,46.4,37.59,
2020-07-29 7:42:02,57.6,8.39,2.6,46.6,38.2,
2020-07-28 6:50:40,59,9.2,2.6,47.2,38.59,
2020-07-27 7:12:05,58.2,9,2.6,46.6,38,
2020-07-27 6:53:29,58.4,9.2,2.6,46.6,38,
2020-07-26 8:27:22,58.6,9,2.6,47,38.4,
2020-07-26 7:09:38,58.4,8.8,2.6,47,38.59,
2020-07-23 9:16:28,57.8,8.8,2.6,46.4,38,
2020-07-23 3:48:38,58,8.39,2.6,47,39,
2020-07-22 7:12:43,58.4,9.2,2.6,46.6,37.8,
2020-07-22 5:46:27,58.6,9,2.6,47,38.59,
2020-07-21 6:31:06,59.2,9,2.6,47.6,39.2,
2020-07-16 10:37:57,57.6,8.8,2.6,46.2,37.59,
2020-07-15 7:18:08,58.4,9.2,2.6,46.6,37.8,
2020-07-14 10:47:41,58.8,9,2.6,47.2,38.59,
2020-07-14 6:41:49,59.2,9.2,2.6,47.4,39,
2020-07-13 9:57:39,58.8,8.8,2.6,47.4,39.2,
2020-07-12 13:39:45,59.4,9.39,2.6,47.4,38.8,
2020-07-11 6:36:58,58.8,9,2.6,47.2,38.59,
2020-07-10 10:10:51,58,8.39,2.6,47,38.8,
2020-07-09 12:55:46,58.2,8.6,2.6,47,38.8,
2020-07-06 12:56:12,57.4,8.6,2.6,46.2,37.59,
2020-07-04 9:38:28,58,9,2.6,46.4,37.59,
2020-07-04 6:52:49,59.2,9.39,2.6,47.2,38.4,
2020-07-04 0:04:49,56.8,7.8,2.6,46.4,38.59,
2020-07-03 9:50:48,55.8,7.4,2.6,45.8,38,
2020-07-03 9:45:42,55,6.8,2.6,45.6,38,
2020-07-03 7:03:58,57.2,8,2.6,46.6,38.4,
2020-07-02 10:38:16,56.8,8.2,2.6,46,37.8,
2020-07-02 9:08:58,57.2,8.2,2.6,46.4,38,
2020-07-02 6:31:39,58,8.8,2.6,46.6,38,
2020-07-01 21:31:13,56.8,7.6,2.6,46.6,38.59,
2020-07-01 9:40:19,57.4,8,2.6,46.8,38.59,
2020-07-01 9:35:01,58.6,8.8,2.6,47.2,38.8,
2020-06-30 13:53:28,57.4,8,2.6,46.8,38.59,
2020-06-29 7:53:26,59.2,8.6,2.6,48,39.8,
2020-06-28 10:04:18,58,8.2,2.6,47.2,39,
2020-06-27 23:52:36,57.8,8,2.6,47.2,39.2,
2020-06-27 11:03:16,56.4,7.6,2.6,46.2,38.4,
2020-06-27 9:40:44,56.8,8,2.6,46.2,37.8,
2020-06-26 8:37:12,57,8,2.6,46.4,38.2,
2020-06-26 6:52:36,57.4,8.6,2.6,46.2,37.8,
2020-06-25 8:51:10,57.2,8.39,2.6,46.2,37.59,
2020-06-25 8:37:08,57.6,8.6,2.6,46.4,37.8,
2020-06-24 7:19:38,57.8,8.2,2.6,47,39,
2020-06-24 5:30:16,59,9,2.6,47.4,39,
2020-06-23 23:51:47,59.2,8.6,2.6,48,39.8,
2020-06-23 7:57:15,59.2,9.39,2.6,47.2,38.59,
2020-06-23 6:34:02,59,8.8,2.6,47.6,39,
2020-06-22 22:21:44,59.2,8.8,2.6,47.8,39.4,
2020-06-22 9:47:03,58.2,8.39,2.6,47.2,39,
2020-06-22 7:59:01,58.8,9.2,2.6,47,38.4,
2020-06-21 8:50:22,56.8,8.39,2.6,45.8,37.4,
2020-06-21 8:34:00,56.6,8.2,2.6,45.8,37.2,
2020-06-20 8:48:04,56.4,8,2.6,45.8,37.59,
2020-06-20 7:14:44,57.4,8.6,2.6,46.2,37.8,
2020-06-19 22:45:28,57.6,8,2.6,47,39,
2020-06-19 9:17:02,57.8,8.8,2.6,46.4,38,
2020-06-19 3:31:14,57.8,8.2,2.6,47,38.8,
2020-06-18 10:29:06,58.6,9.2,2.6,46.8,38,
2020-06-17 8:13:11,58.8,9,2.6,47.2,38.59,
2020-06-17 7:06:38,59.2,9.39,2.6,47.2,38.4,
2020-06-16 12:28:23,59.6,9,2.6,48,39.8,
2020-06-15 8:21:54,59,9.39,2.6,47,38.2,
2020-06-14 11:29:10,58.6,8.8,2.6,47.2,38.8,
2020-06-12 9:08:26,59.8,9,2.6,48.2,40,
2020-06-12 8:17:59,59.8,9.39,2.6,47.8,39.2,
2020-06-09 12:27:18,58.2,8.6,2.6,47,38.59,
2020-06-09 3:12:28,58.4,8.6,2.6,47.2,38.8,
2020-06-08 8:49:11,58,8.39,2.6,47,38.59,
2020-06-08 6:33:46,58.8,9.2,2.6,47,38.4,
2020-06-07 9:42:01,58.4,9,2.6,46.8,38.2,
2020-06-06 9:37:29,58,8.6,2.6,46.8,38.59,
2020-06-06 9:36:07,56.8,7.8,2.6,46.4,38.4,
2020-06-05 6:34:21,58.8,9.2,2.6,47,38.4,
2020-06-04 8:22:15,58,8.6,2.6,46.8,38.2,
2020-06-04 6:39:44,58.8,9.39,2.6,46.8,38,
2020-06-04 0:00:00,58,,,,,
2020-06-03 2:59:09,58.4,8.8,2.6,47,38.4,
2020-06-03 0:00:00,58.8,,,,,
2020-06-02 15:55:17,58.2,,,,,
2020-06-02 10:07:11,58.2,8.6,2.6,47,38.59,
2020-06-02 0:00:00,58.2,,,,,
2020-06-01 9:24:25,59,9,2.6,47.4,39,
2020-06-01 0:00:00,58.8,,,,,
2020-05-31 0:00:00,59.4,,,,,
2020-05-30 9:07:59,58.4,8.39,2.6,47.4,39.2,
2020-05-30 0:00:00,58.4,,,,,
2020-05-29 7:00:44,59.2,9,2.6,47.6,39,
2020-05-29 0:00:00,59.2,,,,,
2020-05-28 8:14:23,59,8.8,2.6,47.6,39,
2020-05-28 0:00:00,58.8,,,,,
2020-05-27 7:56:16,59.6,9.6,2.6,47.4,38.4,
2020-05-27 0:00:00,59.6,,,,,
2020-05-26 9:27:21,58.6,8.2,2.6,47.8,39.8,
2020-05-26 0:00:00,59.4,,,,,
2020-05-25 11:28:56,58.6,8.8,2.6,47.2,39,
2020-05-25 0:00:00,58.6,,,,,
2020-05-24 8:50:07,57.8,8.39,2.6,46.8,38.4,
2020-05-24 0:00:00,57.8,,,,,
2020-05-23 10:37:51,57.8,8.39,2.6,46.8,38.4,
2020-05-23 0:00:00,57.79,,,,,
2020-05-22 9:07:36,57.6,8.8,2.6,46.2,37.59,
2020-05-22 0:00:00,58,,,,,
2020-05-21 9:17:04,57,8.39,2.6,46,37.59,
2020-05-21 0:00:00,57.6,,,,,
2020-05-20 8:35:37,58,8.8,2.6,46.6,38.2,
2020-05-20 0:00:00,57.4,,,,,
2020-05-19 8:44:21,58,8.8,2.6,46.6,38,
2020-05-19 0:00:00,58,,,,,
2020-05-18 9:49:09,58.4,9.2,2.6,46.6,37.8,
2020-05-18 0:00:00,58.4,,,,,
2020-05-17 7:04:37,57.4,8.6,2.6,46.2,37.8,
2020-05-17 0:00:00,57.8,,,,,
2020-05-16 6:58:19,57.6,8.8,2.6,46.2,37.8,
2020-05-16 0:00:00,57.6,,,,,
2020-05-15 8:42:31,57.6,8.6,2.6,46.4,37.8,
2020-05-15 0:00:00,57.6,,,,,
2020-05-14 7:39:47,57.2,8.39,2.6,46.2,38,
2020-05-14 0:00:00,58,,,,,
2020-05-13 8:47:08,56.8,8.39,2.6,45.8,37.4,
2020-05-13 0:00:00,57.2,,,,,
2020-05-12 8:46:29,56.8,,,,,
2020-05-12 8:44:04,56.8,8.2,2.6,46,37.59,
2020-05-12 0:00:00,57.2,,,,,
2020-05-11 9:53:17,57.8,7.8,2.6,47.4,39.59,
2020-05-11 0:00:00,57.2,,,,,
2020-05-10 7:47:53,58.8,9.2,2.6,47,38.2,
2020-05-10 1:46:57,58,8.2,2.6,47.2,39,
2020-05-10 0:00:00,58.8,,,,,
2020-05-09 4:45:30,57.4,8.39,2.6,46.4,37.8,
2020-05-09 0:00:00,58,,,,,
2020-05-08 9:23:14,57.4,,,,,
2020-05-08 9:16:51,57.4,8.39,2.6,46.4,38,
2020-05-08 0:00:00,57.4,,,,,
2020-05-07 11:07:12,58,9,2.6,46.4,37.8,
2020-05-07 0:00:00,58,,,,,
2020-05-06 10:04:35,58.2,8.8,2.6,46.8,38.2,
2020-05-06 0:00:00,58.4,,,,,
2020-05-05 9:15:47,58,8.6,2.6,46.8,38.2,
2020-05-05 0:00:00,58.4,,,,,
2020-05-04 6:23:00,58.6,8.6,2.6,47.4,39.2,
2020-05-04 0:00:00,58.4,,,,,
2020-05-03 8:54:16,59.2,8.6,2.6,48,39.59,
2020-05-03 8:54:16,59.2,8.6,2.6,48,39.59,
2020-05-03 0:00:00,58.6,,,,,
2020-05-02 6:44:20,58.8,9,2.6,47.2,38.59,
2020-05-01 6:29:14,58.8,9.39,2.6,46.8,38,
2020-05-01 0:00:00,58.8,,,,,
2020-04-30 9:12:43,58.8,8.8,2.6,47.4,38.8,
2020-04-30 0:00:00,58.8,,,,,
2020-04-29 8:32:52,59.2,9.39,2.6,47.2,38.59,
2020-04-29 0:00:00,59.8,,,,,
2020-04-28 7:20:31,60.4,9.6,2.6,48.2,39.4,
2020-04-28 0:00:00,59.8,,,,,
2020-04-27 9:41:31,59.8,9.8,2.6,47.4,38.4,
2020-04-27 0:00:00,59.8,,,,,
2020-04-26 8:51:20,59.8,9.8,2.6,47.4,38.4,
2020-04-26 0:00:00,59.8,,,,,
2020-04-25 12:39:25,59.2,,,,,
2020-04-25 11:17:10,59.2,9.2,2.6,47.4,38.8,
2020-04-25 0:00:00,59.2,,,,,
2020-04-24 8:09:31,59.2,9.39,2.6,47.2,38.4,
2020-04-24 0:00:00,59.2,,,,,
2020-04-23 7:42:53,59.2,9.39,2.6,47.2,38.4,
2020-04-23 0:00:00,59.4,,,,,
2020-04-22 6:35:24,60,9.8,2.6,47.6,39,
2020-04-21 5:25:07,60.6,10,2.6,48,39.2,
2020-04-21 0:00:00,60,,,,,
2020-04-20 10:45:38,60.2,,,,,
2020-04-20 10:00:32,60.2,9.6,2.6,48,39.2,
2020-04-20 0:00:00,60.6,,,,,
2020-04-19 8:41:03,59.6,9.6,2.6,47.4,38.8,
2020-04-19 0:00:00,60.6,,,,,
2020-04-18 8:44:50,60.6,10.2,2.6,47.8,38.8,
2020-04-18 0:00:00,60.6,,,,,
2020-04-17 6:18:20,60.8,10,2.6,48.2,39.4,
2020-04-16 6:19:28,59.4,9.6,2.6,47.2,38.4,
2020-04-16 0:00:00,60.8,,,,,
2020-04-15 8:12:24,59.2,9.6,2.6,47,38.2,
2020-04-15 0:00:00,59.2,,,,,
2020-04-14 6:15:20,60.2,10,2.6,47.6,38.59,
2020-04-13 9:50:16,60.4,10.4,2.6,47.4,38.2,
2020-04-13 0:00:00,60.2,,,,,
2020-04-11 7:40:51,60.2,10.8,2.6,46.8,37.59,
2020-04-11 0:00:00,60.2,,,,,
2020-04-10 5:52:58,60,10,2.6,47.4,38.4,
2020-04-09 5:53:44,60,10.6,2.6,46.8,37.59,
2020-04-09 0:00:00,60,,,,,
2020-04-08 4:15:49,60.2,10.2,2.6,47.4,38.4,
2020-04-08 0:00:00,60,,,,,
2020-04-07 5:39:09,60.6,10.4,2.6,47.6,38.8,
2020-04-07 0:00:00,60.2,,,,,
2020-04-06 9:36:07,59.8,10,2.6,47.2,38.2,
2020-04-06 0:00:00,60.6,,,,,
2020-04-05 8:46:54,60,10,2.6,47.4,38.4,
2020-04-05 0:00:00,60,,,,,
2020-04-04 7:46:05,61,,,,,
2020-04-04 7:02:15,61,11.6,2.6,46.8,37.59,
2020-04-04 0:00:00,61,,,,,
2020-04-03 10:17:15,60.2,10,2.6,47.6,38.8,
2020-04-03 0:00:00,60.2,,,,,
2020-04-02 8:02:49,61.4,9.8,2.8,48.8,40.4,
2020-04-02 0:00:00,61.4,,,,,
2020-04-01 6:11:41,61.4,10.4,2.8,48.2,39.4,
2020-03-31 7:55:39,61.6,10.8,2.6,48.2,39,
2020-03-31 0:00:00,61.4,,,,,
2020-03-30 9:10:35,61,,,,,
2020-03-30 8:20:26,61,10,2.6,48.4,39.59,
2020-03-30 6:24:24,61.8,10.4,2.8,48.6,39.8,
2020-03-30 0:00:00,61,,,,,
2020-03-29 10:24:25,61.2,10.4,2.6,48.2,39.2,
2020-03-29 0:00:00,61.8,,,,,
2020-03-28 6:48:01,61,10.6,2.6,47.8,38.8,
2020-03-27 7:38:46,60.4,10.4,2.6,47.4,38.4,
2020-03-27 0:00:00,61,,,,,
2020-03-26 6:45:40,60.4,10.6,2.6,47.2,38,
2020-03-26 0:00:00,60.4,,,,,
2020-03-25 6:52:23,60.8,10.8,2.6,47.4,38.4,
2020-03-25 0:00:00,60.4,,,,,
2020-03-24 6:16:48,60.8,10.8,2.6,47.4,38.4,
2020-03-24 0:00:00,60.8,,,,,
2020-03-23 6:21:43,61.2,11,2.6,47.6,38.59,
2020-03-23 0:00:00,60.8,,,,,
2020-03-22 9:09:05,62,10.6,2.8,48.6,39.8,
2020-03-22 0:00:00,61.2,,,,,
2020-03-21 8:51:13,61.8,11.8,2.6,47.4,38.2,
2020-03-21 0:00:00,61.8,,,,,
2020-03-20 9:03:44,62.6,10.8,2.8,49,40.2,
2020-03-20 0:00:00,62.6,,,,,
2020-03-19 7:13:56,62.2,11.2,2.8,48.2,39.4,
2020-03-18 10:23:56,61.8,,,,,
2020-03-18 10:23:13,61.8,,,,,
2020-03-18 9:47:39,61.8,10.8,2.8,48.2,39.4,
2020-03-18 0:00:00,62.2,,,,,
2020-03-17 6:50:05,61.2,11.4,2.6,47.2,38,
2020-03-16 7:26:52,61.4,11.2,2.6,47.6,38.59,
2020-03-16 0:00:00,61.2,,,,,
2020-03-15 12:14:19,61.6,,,,,
2020-03-15 9:34:19,61.6,11.8,2.6,47.2,38,
2020-03-15 0:00:00,61.4,,,,,
2020-03-14 6:10:32,62.2,11.6,2.6,48,38.8,
2020-03-13 7:14:33,62.8,11.8,2.8,48.2,39.2,
2020-03-13 0:00:00,62.2,,,,,
2020-03-12 8:32:39,62.2,11.8,2.6,47.8,38.59,
2020-03-12 0:00:00,62.8,,,,,
2020-03-11 7:47:29,62.6,11.8,2.8,48,39,
2020-03-10 7:44:24,63,11.6,2.8,48.6,39.4,
2020-03-10 0:00:00,62.6,,,,,
2020-03-09 8:13:52,63,11.8,2.8,48.4,39.4,
2020-03-09 0:00:00,63,,,,,
2020-03-07 6:47:11,63.8,12,2.8,49,40,
2020-03-06 0:00:00,63.8,,,,,
2020-02-28 14:02:32,62.4,,,,,
2020-02-28 14:01:31,62.4,,,,,
2020-02-28 14:01:09,62.4,,,,,
2020-02-28 0:00:00,62.4,,,,,
2020-02-16 6:35:47,62.4,11.4,2.8,48.2,39.2,
2020-02-15 0:00:00,62.4,,,,,
2020-02-07 7:31:32,62.2,11.2,2.8,48.2,39.2,
2020-02-06 0:00:00,62.2,,,,,
2020-02-02 11:41:25,61.8,11,2.6,48.2,39,
2020-02-02 0:00:00,61.8,,,,,
2020-01-31 7:41:06,61.6,11.4,2.6,47.6,38.2,
2020-01-30 7:24:02,62.4,11,2.8,48.6,39.59,
2020-01-30 0:00:00,61.6,,,,,
2020-01-29 9:05:05,62.6,11.4,2.8,48.4,39.4,
2020-01-29 0:00:00,62.4,,,,,
2020-01-23 7:35:49,62.8,11.2,2.8,48.8,39.8,
2020-01-22 0:00:00,62.8,,,,,
2020-01-16 7:32:13,60.8,10,2.6,48.2,39.2,
2020-01-16 7:31:52,61,,,,,
2020-01-15 7:43:18,61.8,10.8,2.8,48.2,39.4,
2020-01-15 0:00:00,60.8,,,,,
2020-01-14 0:00:00,61.8,,,,,
2020-01-13 7:53:40,62.4,,,,,
2020-01-12 12:40:01,63,11.6,2.8,48.6,39.4,
2020-01-12 0:00:00,62.4,,,,,
2020-01-10 7:09:01,62.4,11.2,2.8,48.4,39.4,
2020-01-09 0:00:00,62.4,,,,,
2020-01-07 5:40:22,61,11,2.6,47.4,38.4,
2020-01-06 0:00:00,61,,,,,
2020-01-05 10:23:51,62.2,11.2,2.8,48.2,39.2,
2020-01-05 0:00:00,62.2,,,,,
2020-01-04 10:23:19,62.8,10.6,2.8,49.4,40.8,
2020-01-04 0:00:00,62.8,,,,,
2020-01-01 5:17:34,61.8,11.2,2.6,48,38.8,
2020-01-01 5:16:20,62,11,2.8,48.2,39.2,
2019-12-31 0:00:00,61.8,,,,,
2019-12-30 9:40:14,61.6,11,2.6,48,39,
2019-12-30 0:00:00,61.6,,,,,
2019-12-23 7:36:09,60.6,10.2,2.6,47.8,38.8,
2019-12-22 10:16:38,60.8,10.4,2.6,47.8,38.8,
2019-12-22 0:00:00,60.6,,,,,
2019-12-20 7:45:33,62.4,10,2.8,49.6,41.2,
2019-12-19 0:00:00,62.4,,,,,
2019-12-18 6:58:07,61.4,10.4,2.6,48.4,39.4,
2019-12-17 0:00:00,61.4,,,,,
2019-12-16 0:00:00,57.8,,,,,
2019-12-13 7:43:16,59.8,9.8,2.6,47.4,38.4,
2019-12-12 7:05:28,60.8,10.2,2.6,48,39,
2019-12-12 0:00:00,59.8,,,,,
2019-12-11 0:00:00,60.8,,,,,
2019-12-10 8:25:33,59.4,9.2,2.6,47.6,39.2,
2019-12-10 0:00:00,59.4,,,,,
2019-12-09 7:40:11,61,9.8,2.8,48.4,40,
2019-12-08 0:00:00,61,,,,,
2019-12-06 4:38:21,60,9.6,2.6,47.8,39,
2019-12-05 8:20:47,60.4,9.8,2.6,48,39.4,
2019-12-05 0:00:00,60,,,,,
2019-12-04 10:54:40,60.6,9.6,2.8,48.2,39.8,
2019-12-04 0:00:00,60.6,,,,,
2019-12-03 7:51:02,59.4,9.39,2.6,47.4,38.59,
2019-12-02 10:02:31,59.4,9.8,2.6,47,38.2,
2019-12-02 0:00:00,59.4,,,,,
2019-12-01 9:26:54,59.4,,,,,
2019-12-01 0:00:00,59.4,,,,,
2019-11-30 8:51:27,59.6,9.6,2.6,47.4,38.59,
2019-11-30 0:00:00,59.6,,,,,
2019-11-29 7:00:51,59.4,9.39,2.6,47.4,38.59,
2019-11-29 0:00:00,59.4,,,,,
2019-11-28 7:21:11,59.6,9.8,2.6,47.2,38.4,
2019-11-28 0:00:00,60.4,,,,,
2019-11-27 7:05:44,59.2,9.6,2.6,47,38,
2019-11-27 0:00:00,59.6,,,,,
2019-11-26 8:33:46,59.6,9.8,2.6,47.2,38.4,
2019-11-26 0:00:00,59.6,,,,,
2019-11-25 7:18:56,59.6,9.6,2.6,47.4,38.59,
2019-11-24 6:56:16,59,9.39,2.6,47,38.2,
2019-11-24 0:00:00,59.6,,,,,
2019-11-23 9:17:00,59.6,9.39,2.6,47.6,39,
2019-11-23 0:00:00,59,,,,,
2019-11-22 7:49:57,59.8,10,2.6,47.2,38.4,
2019-11-21 7:49:14,59.6,9.8,2.6,47.2,38.4,
2019-11-21 0:00:00,59.8,,,,,
2019-11-20 10:35:26,60,9.8,2.6,47.6,38.8,
2019-11-20 0:00:00,59.6,,,,,
2019-11-19 7:17:58,60.4,9.39,2.6,48.4,39.8,
2019-11-18 7:39:02,61,10.4,2.6,48,39,
2019-11-18 0:00:00,60.4,,,,,
2019-11-17 9:37:14,60.8,10.4,2.6,47.8,39,
2019-11-17 0:00:00,61,,,,,
2019-11-16 6:43:52,60.2,10,2.6,47.6,38.59,
2019-11-15 0:00:00,60.2,,,,,
2019-11-14 7:34:40,60.4,9.8,2.6,48,39.2,
2019-11-13 7:47:36,60.6,10.4,2.6,47.6,38.8,
2019-11-13 0:00:00,60.4,,,,,
2019-11-12 8:09:09,60.2,10.2,2.6,47.4,38.59,
2019-11-12 0:00:00,60.6,,,,,
2019-11-11 7:41:12,61.8,10.6,2.8,48.4,39.59,
2019-11-10 0:00:00,61.8,,,,,
2019-11-09 9:25:48,60.4,10.2,2.6,47.6,38.59,
2019-11-09 0:00:00,60.4,,,,,
2019-11-08 6:27:10,59.8,10.2,2.6,47,38.2,
2019-11-07 6:55:00,59.6,10.4,2.6,46.6,37.4,
2019-11-07 0:00:00,59.8,,,,,
2019-11-06 9:16:32,60,9.8,2.6,47.6,38.59,
2019-11-06 0:00:00,59.6,,,,,
2019-11-05 6:12:42,61.2,10.2,2.6,48.4,39.4,
2019-11-04 6:14:36,60.4,10.2,2.6,47.6,38.8,
2019-11-04 0:00:00,61.2,,,,,
2019-11-03 7:17:31,61,10.8,2.6,47.6,38.4,
2019-11-03 0:00:00,60.4,,,,,
2019-11-02 6:56:06,60.2,10.6,2.6,47,37.8,
2019-11-01 6:55:04,60.2,10.8,2.6,46.8,37.8,
2019-10-31 6:51:01,60.6,10.2,2.6,47.8,38.8,
2019-10-30 6:55:20,60.6,10.6,2.6,47.4,38.4,
2019-10-29 5:47:14,60.8,10.2,2.6,48,39,
2019-10-28 6:52:16,60.8,10.6,2.6,47.6,38.4,
2019-10-27 12:09:25,61.8,11,2.6,48.2,39.2,
2019-10-26 5:43:16,60.8,10.8,2.6,47.4,38.4,
2019-10-25 6:58:15,61,10.8,2.6,47.6,38.4,
2019-10-24 7:04:31,61,11,2.6,47.4,38.2,
2019-10-23 10:16:48,60.8,10.6,2.6,47.6,38.59,
2019-10-22 7:12:02,61.2,11.2,2.6,47.4,38.4,
2019-10-21 6:48:11,61.8,11,2.6,48.2,39,
2019-10-20 6:37:49,62,11,2.8,48.2,39.4,
2019-10-19 6:46:27,61.2,11.4,2.6,47.2,38,
2019-10-18 6:44:13,60.8,11,2.6,47.2,38,
2019-10-17 8:31:12,61.6,11.2,2.6,47.8,38.59,
2019-10-16 6:55:39,61.6,11.8,2.6,47.2,38,
2019-10-15 7:17:38,62,11.6,2.6,47.8,38.59,
2019-10-10 6:52:55,61.8,10.8,2.8,48.2,39.4,
2019-10-09 8:06:02,61.4,11,2.6,47.8,38.59,
2019-10-08 7:39:22,61.6,10.8,2.6,48.2,39.2,
2019-10-06 10:26:29,61.8,11.4,2.6,47.8,38.59,
2019-10-05 7:05:38,62.2,11.6,2.6,48,38.59,
2019-10-04 6:48:57,62.2,11.4,2.6,48.2,38.8,
2019-10-03 7:51:59,62.2,11.2,2.8,48.2,39.2,
2019-10-02 8:30:06,62.2,11.2,2.8,48.2,39.2,
2019-09-30 9:40:18,62.8,11.2,2.8,48.8,39.8,
2019-09-29 6:41:12,62.8,11.2,2.8,48.8,39.8,
2019-09-27 7:00:06,62,,,,,
2019-09-27 5:48:20,62.6,12.8,2.6,47.2,38,
2019-09-24 5:13:05,61.2,11.4,2.6,47.2,38,
2019-09-23 7:15:08,61.2,11,2.6,47.6,38.59,
2019-09-20 7:39:15,61.6,11.8,2.6,47.2,38,
2019-09-19 6:13:27,62.2,11.6,2.6,48,38.8,
2019-09-18 9:25:59,62.2,11,2.8,48.4,39.59,
2019-09-16 11:49:15,62.2,11.4,2.6,48.2,39,
2019-09-15 7:43:19,62.8,11.8,2.8,48.2,39.2,
2019-09-12 7:10:20,62.2,11.6,2.6,48,38.8,
2019-09-11 7:40:32,61.8,11,2.6,48.2,39.2,
2019-09-10 6:33:54,61.4,10.8,2.6,48,38.8,
2019-09-09 11:58:27,61.8,11,2.6,48.2,39,
2019-09-08 10:48:22,62.4,11.4,2.8,48.2,39.2,
2019-09-07 8:00:40,62.6,11.6,2.8,48.2,39.2,
2019-09-05 5:32:26,62.6,10.2,2.8,49.6,40.8,
2019-09-04 8:31:18,62.6,11,2.8,48.8,39.8,
2019-06-19 13:57:17,63.4,13.4,2.6,47.4,38,
2019-06-18 10:18:31,63.8,12.2,2.8,48.8,39.59,
2019-06-17 8:00:02,64.2,11.4,2.8,49.99,41,
2019-06-15 12:43:57,63.4,11.8,2.8,48.8,39.59,
2019-06-14 8:33:40,64.2,11.8,2.8,49.6,40.59,
2019-06-13 10:39:36,63.4,11.6,2.8,49,40,
2019-06-12 8:17:00,64.2,,,,,
2019-06-11 11:15:09,63.2,11.6,2.8,48.8,39.8,
2019-06-10 8:17:46,63.6,11.8,2.8,49,39.8,
2019-06-09 11:10:26,63,11.6,2.8,48.6,39.4,
2019-06-08 13:03:46,63,11.2,2.8,49,40,
2019-06-07 13:22:54,63.6,11.8,2.8,49,40,
2019-06-06 8:05:21,64.4,11.6,2.8,50,41,
2019-06-05 8:00:02,64.2,11.4,2.8,49.99,41,
2019-06-04 7:27:48,63.8,11.4,2.8,49.6,40.59,
2019-06-03 9:23:48,63.2,11.4,2.8,49,39.8,
2019-06-02 8:51:25,63.2,12,2.8,48.4,39.4,
2019-06-01 10:58:20,62.8,11.4,2.8,48.6,39.59,
2019-05-31 8:26:21,62.8,10.8,2.8,49.2,40.4,
2019-05-30 7:46:37,62.8,11.2,2.8,48.8,39.8,
2019-05-29 7:56:06,63.4,11.6,2.8,49,40,
2019-05-28 8:20:32,63.4,11.2,2.8,49.4,40.4,
2019-05-27 7:49:12,63.2,,,,,
2019-05-26 9:06:00,63,12,2.8,48.2,39.2,
2019-05-25 8:58:29,62.8,11.8,2.8,48.2,39,
2019-05-24 9:23:56,63.2,12,2.8,48.4,39.2,
2019-05-23 7:54:57,63.6,11.8,2.8,49,40,
2019-05-22 8:15:45,63.6,11.6,2.8,49.2,40.2,
2019-05-20 8:14:08,64.8,11.8,2.8,50.2,41,
2019-05-19 7:34:55,64.8,11.8,2.8,50.2,41.2,
2019-05-18 11:02:13,65,12.4,2.8,49.8,40.59,
2019-05-16 7:12:14,64.8,12.2,2.8,49.8,40.4,
2019-05-15 8:10:29,64.8,12.6,2.8,49.4,40.2,
2019-05-13 8:26:20,65.4,12.6,2.8,50,40.8,
2019-05-11 12:15:31,64.6,11.4,2.8,50.4,41.4,
2019-05-10 8:46:31,64.6,,,,,
2019-05-09 20:25:45,64.2,11.4,2.8,49.99,40.8,
2019-05-09 8:36:11,64,12.8,2.8,48.4,39.2,
2019-05-08 7:47:30,64,11.8,2.8,49.4,40.2,
2019-05-07 21:00:05,64.6,11.8,2.8,50,41,
2019-05-06 9:00:00,65.2,11.8,2.8,50.6,41.4,
2019-05-05 9:47:18,65.2,11.8,2.8,50.6,41.4,
2019-05-04 10:07:11,64.8,12.8,2.8,49.2,40,
2019-05-03 10:56:57,64,12.2,2.8,49,39.8,
2019-05-02 14:51:59,65.2,11.8,2.8,50.6,41.4,
2019-05-02 14:51:37,65.2,,,,,
2019-04-27 10:31:46,63.8,11.2,2.8,49.8,40.8,
